submission_id,title,abstract,fullname,coauthors,institution,theme,talk_format,starttime,endtime,url
rec0wzVuSGzJbypkG,Neural representations of  social placebo effect,"Abstract
Knowing the efficacy of administrated treatment is critical for inducing placebo effect. For example, giving treatment with full information could enable better therapeutic effect than just administrating treatment in hidden way. Even fake pill with “effective” descriptions would produce therapeutic-like effects. One fascinating question would be: how human brain could encode and represent treatment-related information to generate placebo responses? In the current study, we answered this question within the framework of social placebo effect (SPE), a latest placebo effect that can facilitate social functioning. Specifically, we examined the spontaneous representation and information-based representation by adopting resting-state and concepts representation task. Behavioral measurement was also adopted to confirm the placebo responses. We found that the spontaneous representation for treatment information has enhanced functional connectivity within social brain network, as well as between vmPFC and superior frontal gyrus. Further, in concepts representation task, treatment’s efficacy was represented in vmPFC, left middle frontal, right lateral orbitofrontal cortex with more distinct and finer-grained pattern in placebo condition. Finally, combing neural indices and behavioral indices, participants in placebo condition can be discriminated from control condition with a classification accuracy of 89%. Our study revealed the potential neural mechanisms for explaining why giving treatment information would induce placebo effect in multiple perspectives. These findings may further contribute to the way to manipulate effectiveness of treatment in clinical practice.
",Xinyuan Yan,"Yina Ma, Beijing Normal University",Beijing Normal University (grid.20513.35),"Theme D: Cognition, Motivation and Emotion",Traditional talk,2020-10-29 11:00:00+00:00,2020-10-29 11:15:00+00:00,https://youtu.be/AWtjfNvVsrk
rec18CGQWe9NL8Q8T,Dendritic Activity in Area CA3 of the Mouse Hippocampus,"Hippocampal “place cells” are tuned to locations in an environment, much as sensory cortices encode features of their respective modalities. Hippocampal cells also exhibit the phenomenon of remapping, in which a cell codes for different positions in different environments, or different positions in the same environment, when task demands change. Remapping occurs on fast timescales, so typical plasticity mechanisms cannot completely explain this behavior.
Recent studies implicate dendritic spikes in predicting the formation of stable place fields. However, due to technical and analytical limitations, in vivo studies of hippocampal dendritic activity have largely been confined to basal or proximal apical dendrites. To address these issues, our lab has developed an experimental paradigm in which the basal dendrites, cell bodies, and apical dendrites of pyramidal neurons in area CA3 are imaged in the same focal plane. We imaged calcium activity, reported by GCaMP6f or GCaMP7b, simultaneously in pyramidal cell bodies and dendrites while head-fixed mice ran for water rewards on a treadmill track. 
To interpret this data, we developed an automated algorithm to identify dendritic and somatic regions of interest (ROIs) from the calcium signal. The algorithm matches manually-labeled datasets and identifies many more dendritic segments than a human expert. The algorithm is easily applied to detecting ROIs from various interneuron populations as well as axonal data, and runs faster than real-time on a standard desktop computer, with very few free parameters to tune.
When we analyzed the compartment-specific tuning of neurons, we discovered an interesting feature that the dendrites of a neuron may be tuned to completely different locations than their sister dendrites or their parent soma. Furthermore, the internal routing of information, - which dendrites are highly correlated with the soma, - was often changed during remapping. These results suggest that dendrites may enable a neuron to hold multiple pieces of information, and a subset of that information is routed to the soma, perhaps in a context-dependent manner.
",Jason Moore,"Jason Moore, New York University Langone Medical Center; Maya Hopkins, New York University Langone Medical Center; Shannon Rashid, New York University Langone Medical Center; Jayeeta Basu, New York University Langone Medical Center",New York University Langone Medical Center (grid.240324.3),"Theme C: Sensory & Motor Systems, and Physiology/Behavior",Traditional talk,2020-10-30 13:00:00+00:00,2020-10-30 13:15:00+00:00,
rec18c1EMrPpUfL4K,The influence of FUS on axonal mRNA localisation and local protein synthesis in neurodegenerative disease,"The phase-separating RNA-binding protein FUS is associated with familial forms of motor neuron disease and frontotemporal dementia. Disease-linked mutations have been shown to result in the protein adopting a poorly soluble and fibrillar hydrogel-like state [1,2]. However, the pathological significance of this aggregation is unknown. Potentially, entrapment of mRNAs and proteins in such aggregates contributes to axonal degeneration by compromising trafficking or local protein synthesis (LPS).
In this project, we investigate this hypothesis. In particular, we are combining a range of advanced imaging techniques to probe structural changes to the axonal cytoskeleton, which is required to maintain cell structure and transport and is partly supported by LPS. To this purpose, we investigate changes in cell shape and LPS in cultured Xenopus laevis retinal ganglion cell (RGC) axons. We aim to link these observations to in vivo cell shape changes by investigating changes in RGC axonal branching. Furthermore, by tracking labelled RNA in RGC axons, we are quantifying the changes in dynamics of axonal transport. We will additionally measure changes in local translation of all mRNAs as well as of specific candidates using a combination of staining and live-cell imaging techniques. ",Francesca van Tartwijk (she/her/hers),"Francesca W. van Tartwijk, Department of Chemical Engineering and Biotechnology, University of Cambridge; Julie Qiaojin Lin, UK Dementia Research Institute at University of Cambridge, Department of Clinical Neurosciences, University of Cambridge; Christine E. Holt, Department of Physiology, Development and Neuroscience, University of Cambridge; Clemens F. Kaminski, Department of Chemical Engineering and Biotechnology, University of Cambridge",University of Cambridge (grid.5335.0),"Theme A: Development, Neurodegenerative Disorders and Injury",Interactive talk,2020-10-27 12:00:00+00:00,2020-10-27 12:15:00+00:00,
rec1BHfGE6omggypS,HISTOLOGY-BASED AVERAGE TEMPLATE OF THE MARMOSET CORTEX WITH PROBABILISTIC LOCALIZATION OF CYTOARCHITECTURAL AREAS,"The rapid adoption of marmosets in neuroscience has created a demand for three dimensional (3D) atlases of the brain of this species to facilitate data integration in a common reference space. We report on a new open access template of the marmoset cortex (the Nencki–Monash, or NM template), representing a morphological average of 20 brains of young adult individuals, obtained by 3D reconstructions generated from Nissl-stained serial sections. The method used to generate the template takes into account morphological features of the individual brains, as well as the borders of clearly defined cytoarchitectural areas. This has resulted in a resource which allows direct estimates of the most likely coordinates of each cortical area, as well as quantification of the margins of error involved in assigning voxels to areas, and preserves quantitative information about the laminar structure of the cortex. We provide spatial transformations between the NM and other available marmoset brain templates, thus enabling integration with magnetic resonance imaging (MRI) and tracer-based connectivity data. The NM template combines some of the main advantages of histology-based atlases (e.g. information about the cytoarchitectural structure) with features more commonly associated with MRI-based templates (isotropic nature of the dataset, and probabilistic analyses). The underlying workflow may be found useful in the future development of brain atlases that incorporate information about the variability of areas in species for which it may be impractical to ensure homogeneity of the sample in terms of age, sex and genetic background.
",Piotr Majka,"Piotr Majka, Laboratory of Neuroinformatics Nencki Institute of Experimental Biology of the Polish Academy of Sciences 02-093 Warsaw Poland ;Sylwia Bednarek, Laboratory of Neuroinformatics Nencki Institute of Experimental Biology of the Polish Academy of Sciences 02-093 Warsaw Poland ;Jonathan M. Chan, Australian Research Council Centre of Excellence for Integrative Brain Function Monash University Node Clayton VIC 3800 Australia ;Natalia Jermakow, Laboratory of Neuroinformatics Nencki Institute of Experimental Biology of the Polish Academy of Sciences 02-093 Warsaw Poland ;Cirong Liu, Department of Neurobiology University of Pittsburgh Brain Institute Pittsburg PA USA ;Gabriela Saworska, Laboratory of Neuroinformatics Nencki Institute of Experimental Biology of the Polish Academy of Sciences 02-093 Warsaw Poland ;Katrina H. Worthy, Biomedicine Discovery Institute and Department of Physiology Monash University Clayton VIC 3800 Australia ;Afonso C. Silva, Department of Neurobiology University of Pittsburgh Brain Institute Pittsburg PA USA ;Daniel K. Wójcik, Laboratory of Neuroinformatics Nencki Institute of Experimental Biology of the Polish Academy of Sciences 02-093 Warsaw Poland ;Marcello G.P. Rosa, Australian Research Council Centre of Excellence for Integrative Brain Function Monash University Node Clayton VIC 3800 Australia",Instytut Biologii Doświadczalnej im. Marcelego Nenckiego (grid.419305.a),Theme E: Computational modelling and Techniques,Interactive talk,2020-10-30 10:00:00+00:00,2020-10-30 10:15:00+00:00,
rec1HW5BeOhRLiRL2,Differential modular dynamics in marmoset cortex during conscious and unconscious states,"Consciousness is the state of wakefulness and awareness characterised by the ability to sense and respond to stimuli. In recent years, our understanding of the mechanisms underlying consciousness has been greatly improved by the study of unconsciousness with general anaesthetics. While much of this work has focused on the cellular effects of anaesthesia, several recent studies have used functional magnetic resonance imaging (fMRI) to investigate whole-brain, network-level changes linked to these cellular effects. The dynamics of whole-brain states have been shown to differ between periods of consciousness and unconsciousness, with a smaller repertoire of brain states observed during unconsciousness, and fewer transitions between these states (Barttfeld et al, PNAS, 2015). These whole-brain analyses have been invaluable for characterising the systems-level bases of consciousness, providing evidence for theoretical accounts of conscious experience. This approach, however, does not consider the modular configurations (and reconfigurations) that constitute these whole-brain states, and that have been linked to cognition (Bassett et al, PNAS, 2011; Braun et al, PNAS, 2015). We quantified these modular dynamics during wakeful rest and anaesthesia-induced unconsciousness, using resting state fMRI with the common marmoset (Callithrix jacchus; Hori et al, Cereb Cortex, 2020). We found that the awake condition was characterised by more coordinated reconfiguration of a smaller number of modules, and by greater stability among whole-brain networks derived from these modules. Conversely, the anaesthetised condition was characterised by the more haphazard reconfiguration of a larger number of modules and a decrease in network integrity. Our findings are consistent with the hypothesis that unconsciousness results from the fragmentation of whole-brain networks, and that the coordinated reconfiguration of modular structure is a marker of cognitive engagement in the conscious state.",Dominic Standage,Yuki Hori; Ravi S. Menon; Stefan Everling; Jason P. Gallivan,Queens University (grid.443028.9),"Theme D: Cognition, Motivation and Emotion",Traditional talk,2020-10-29 18:00:00+00:00,2020-10-29 18:15:00+00:00,
rec1NltyP6yBAMTev,Investigating Intero- and Exteroceptive Predictive Processes in Major Depressive Disorder,"The association between depression and derangement of sensory processing is well known.  However, our understanding of the neural processes underlying sensory perception, both intero- and exteroception, is undergoing a rapid change. Predictive coding, for example, is a theoretical framework that proposes that the brain constantly generates hypotheses that predict sensory input at varying levels of abstraction and minimizes prediction errors either by updating its prior hypotheses (perceptual inference) or by modifying sensory input through action (active inference). In other words, (i) both bottom up and top down information flow among hierarchical cortical regions play important role in sensory processing and (ii) sensory and motor processes are highly entangled. In the current study, we investigate whether and how depression alters top-down and bottom-up information flow in the sensory (and motor) cortex. We implement effective connectivity analysis among the brain regions involved in intero- and exteroception as well as motor processing employing Dynamic Causal Modelling on resting state fMRI data from 62 individuals diagnosed with major depressive disorder (MDD) and 62 age and sex matched healthy controls. We find alteration in effective connectivity in MDD patients in areas involved in exteroception and motor processing (e.g., V1→FP1, MC→V1, VLPFC→SMA, SMA→V1) but not in areas involved in interoception. The implications of these findings for the pathophysiology of depression is discussed.",Dipanjan Ray,"Moumita Das, Basque Center for Applied Mathematics ","Basque Center on Cognition, Brain and Language (grid.423986.2)","Theme C: Sensory & Motor Systems, and Physiology/Behavior",Interactive talk,2020-10-29 12:15:00+00:00,2020-10-29 12:30:00+00:00,
rec1Q9QLnUtTT7xVe,Dopaminergic activation of prefrontal astrocytes requires both dopamine and adrenergic receptors,"Cortical dopamine is crucial in many facets of behavior, including acute stress, depression and schizophrenia. Dopamine research has almost exclusively focused on neuronal signaling. However, astrocytes—which are organized in networks that tile the brain and express G protein-coupled receptors (GPCRs) for most neurotransmitters—are also well positioned to listen to and respond to dopamine signals. Here, we investigated the astrocytic response to dopamine in the prefrontal cortex (PFC), the main cortical recipient of dopaminergic inputs. First, using transgenic reporter lines, we found that prefrontal astrocytes in rodent PFC express both dopamine D1 and D2 receptors. Next, we expressed fluorescent reporters for GPCR second messengers in mouse prefrontal cortical slices. While inactivating neurons to isolate astrocyte-specific responses, we found that activation of dopamine receptors in astrocytes does not engage the canonical cyclic AMP signaling pathway downstream of dopamine receptors. In contrast, dopamine mobilized astrocytic calcium in both astrocyte somata and processes. To test which receptors mediate this calcium response, we used bath application of pharmacology, as well as one-photon uncaging of dopamine. These experiments revealed that dopamine recruits prefrontal astrocytes within seconds, and that antagonizing dopamine receptors only partially dampened the response of prefrontal astrocytes to dopamine, whereas the response was fully prevented by blocking adrenergic receptors. Lastly, we implanted GRIN lenses to image calcium dynamics in PFC astrocytes in vivo for the first time, and find that they exhibit different properties relative to locomotion than astrocytes in primary sensory cortices. Our finding that fast dopamine activation of prefrontal astrocytes requires both dopamine and adrenergic receptors is potentially relevant in the treatment of disorders such as schizophrenia and depression, where manipulation of more than one monoaminergic system is more beneficial than monotherapy. Together, our results suggest that astrocytes are important circuit components for dopamine signaling in PFC circuits.",Silvia Pittolo,"Sae Yokoyama, Department of Biochemistry & Biophysics, University of California, San Francisco; Michael Reitman, Department of Biochemistry & Biophysics, University of California, San Francisco; Kira Poskanzer, Department of Biochemistry & Biophysics, University of California, San Francisco & Kavli Institute for Fundamental Neuroscience","University of California, San Francisco (grid.266102.1)","Theme B: Neural Excitability, Synapses, and Glia",Traditional talk,2020-10-26 22:00:00+00:00,2020-10-26 22:15:00+00:00,https://youtu.be/vJj-19c353c
rec1VQxgZRSz4MTyk,Central neural circuits supporting olfactory navigation in walking Drosophila,"All organisms must navigate to find food and resources. For many organisms this requires navigating in a turbulent chemical environment, where odour cues alone are insufficient to locate food sources. A commonly used algorithm in such environments is to surge upwind during odour, and cast crosswind at odour offset. Critically, this algorithm depends on the integration of odour information with wind direction cues. Previously, our lab developed a high-throughput behavioural paradigm for walking Drosophila, where an attractive odour elicits two motor programs: an upwind run during odour, and search behaviour at odour offset. Here, we used this paradigm to identify central circuits that translate sensory stimuli into navigation behaviours.

To identify neurons involved in olfactory motor program generation, we took an optogenetic approach. Beginning at the olfactory periphery, we first showed that activation of orco+ olfactory receptor neurons produces both upwind runs and offset search. We next activated output neurons in higher order olfactory areas, the lateral horn and mushroom body (LHONs and MBONs), and found subsets of these also produce the complete olfactory navigation motor program of upwind runs and offset search. Using 2-photon imaging and a 5 direction wind-odour manifold, we found these LHONs and MBONs encode odour in a non-directional manner, indicating that odour and wind direction signals must be integrated downstream.

To identify downstream targets of navigation-promoting LHONs and MBONs, we used trans-synaptic tracing. We found that downstream neurons targeted the fan-shaped body (FSB), a region implicated in navigation. We performed an activation screen of the FSB and identified both input neurons and local/output neurons that generate upwind navigation when activated. Several groups of input neurons responded to odour in a non-directional manner, while at least one group of local neurons showed some direction-selective odour responses.  Connectomic analysis suggests these local neuron receive input both from olfactory FSB inputs and from wind-direction selective ventral P-FNs (Currier et al. 2020). Local FSB neurons may represent a site where appetitive odour and wind direction information are integrated to drive navigation behaviours. This work will make possible a mechanistic understanding of the circuit basis of olfactory navigation.",Andrew  Matheson (He/Him/His),"Andrew MM Matheson, Neuroscience Institute, New York University Langone Medical Center; Timothy A Currier, Neuroscience Institute, New York University Langone Medical Center; Aaron J Lanz, Neuroscience Institute, New York University Langone Medical Center; Angela M Licata, Neuroscience Institute, New York University Langone Medical Center, Katherine I Nagel, Neuroscience Institute, New York University Langone Medical Center",New York University Langone Medical Center (grid.240324.3),"Theme C: Sensory & Motor Systems, and Physiology/Behavior",Traditional talk,2020-10-29 20:00:00+00:00,2020-10-29 20:15:00+00:00,
rec1ZyNo6G3eWt72w,Pannexin1 Knockout Zebrafish as a Model for Seizure Investigation ,"Many epileptic patients with recurrent seizures do not respond to medical interventions available on the market today. Evidence suggests that Pannexin1, an ATP-release membrane channel, plays a vital role in modifying neuronal excitability by altering the electrical and metabolic balances of the neural network.    
Our research aims at evaluating whether Pannexin1 is a target for therapeutic intervention in epilepsy. A Pannexin1 knock-out zebrafish model was established to investigate the role of Pannexin1 in a seizure model in vivo. Additionally, we have employed probenecid, a known Pannexin1 channel blocker, to assess for the efficacy of pharmacological targeting. The resistance of the zebrafish to chemically induced seizures was investigated via their behavioural locomotor response, signs of stress on a molecular level, and in vivo electrophysiological recordings from the brain. 
Our findings demonstrate that Pannexin1 channels contribute to the distortion of the electrochemical balance and aid in the propagation of seizures in vivo. Lack of Pannexin1, or pharmacological block of the channels, resulted in decreased seizure-related behaviour and electrophysiological ictal-like events, improved survival and reduced molecular stress responses. 
Zebrafish are an appealing and multifaceted animal model for pre-clinical epilepsy studies; as they allow for high-throughput behavioural phenotyping and the examination of intact neuronal circuits. In future work we aim to incorporate Machine Learning in the analysis of zebrafish behaviour, thus automating the procedure, and unravelling novel patterns in phenotypic data. 
",Daria Taskina,"D Taskina 1,2; PA Whyte-Fagundes 1,3; N Saffarian 1; C Zoidl 1 and GR Zoidl 1,2,3.   1. Biology, York University 2. Neuroscience Graduate Program, York University 3. Krembil Research Institute, Toronto",York University (grid.21100.32),"Theme B: Neural Excitability, Synapses, and Glia",Traditional talk,2020-10-28 12:00:00+00:00,2020-10-28 12:15:00+00:00,https://youtu.be/8f5_lCnIKAY
rec1a8T3N55YvwtIK,Predictive visual motion extrapolation emerges spontaneously and without supervision from a layered neural network with spike-timing-dependent plasticity,"The fact that the transmission and processing of visual information in the brain takes time presents a problem for the accurate real-time localisation of a moving object. One way this problem might be solved is extrapolation: using an object’s past trajectory to predict its location in the present moment. Here, we investigate how a simulated in silico layered neural network might implement such extrapolation mechanisms, and how the necessary neural circuits might develop. We allowed an unsupervised hierarchical network of velocity-tuned neurons to learn its connectivity through spike-timing dependent plasticity. We show that the temporal contingencies between the different neural populations that are activated by an object as it moves causes the receptive fields of higher-level neurons to shift in the direction opposite to their preferred direction of motion. The result is that neural populations spontaneously start to represent moving objects as being further along their trajectory than where they were physically detected. Due to the inherent delays of neural transmission, this effectively compensates for (part of) those delays by bringing the represented position of a moving object closer to its instantaneous position in the world. Finally, we show that this model accurately predicts the pattern of perceptual mislocalisation that arises when human observers are required to localise a moving object relative to a flashed static object (the flash-lag effect). ",Hinze Hogendoorn,"Anthony N Burkitt, University of Melbourne",University of Melbourne (grid.1008.9),"Theme C: Sensory & Motor Systems, and Physiology/Behavior",Traditional talk,2020-10-28 09:00:00+00:00,2020-10-28 09:15:00+00:00,https://youtu.be/3qlC3UN0HI0
rec1aGkzeBdOIFClw,Fingolimod (FTY720) improves the functional recovery and myelin preservation of the optic pathway in focal demyelination model of rat optic chiasm,"It has been shown that fingolimod (FTY720) possesses beneficial effects on remyelination in the central nervous system (CNS). In this study, the effects of FTY720 and sodium valproate (VPA) as histone deacetylase inhibitor (HDAC) on the conductivity of visual signals, extent of demyelination area, glial activation, and expression levels of HDAC1and S1PR1 have been evaluated in the optic chiasm of lysolecithin (LPC)-induced demyelination model. In order to produce this demyelination model, LPC (1%, 2 μL) was injected into the rat optic chiasm. Latency of visual waves was measured by visual evoked potential (VEP) recording. The extent of demyelination area and level of glial activation were assessed using immunostaining. Gene expression analysis was performed to evaluate the expression levels of HDAC1, S1PR1, Olig2, and MBP in the optic chiasm. Analysis of electrophysiological data showed that LPC administration increased the latency of visual signals. FTY720 improved the functional recovery of the visual pathway and reduced the level of glial activation in the optic chiasm. FTY720 enhanced myelin repair and up-regulated the expression levels of Olig2 and MBP. Additionally, the expression levels of HDAC1 and S1PR1 were significantly reduced in animals treated with FTY720. In contrast to FTY720 treated animals, administration of VPA could not significantly improve the functional recovery of optic pathway following LPC injection. Cumulatively, the results of the present study demonstrate that FTY720 application improves the functional recovery of the optic pathway by reducing demyelination levels, amelioration of glial activation, and down-regulating of S1PR1 and HDAC1.",mona hashemian,"Maryam Ghasemi-Kasman, Cellular and Molecular Biology Research Center, Health Research Institute, Babol University of Medical Sciences, Babol, Iran ; Hadi Parsian, Department of Clinical Biochemistry, Faculty of Medicine, Babol University of Medical Sciences, Babol, Iran ; Farzin Sadeghi, Department of Medical Microbiology, Faculty of Medicine, Babol University of Medical Sciences, Babol, Iran",Babol University of Medical Sciences (grid.411495.c),"Theme A: Development, Neurodegenerative Disorders and Injury",Traditional talk,2020-10-29 10:00:00+00:00,2020-10-29 10:15:00+00:00,
